# Number of Traces
8878
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
25; 0; 42; 7.2578956895742874e-01; 8.6756164869904762e-01; 7.1575364390421514e-01; 9.8842882855904834e-01; 8.8928076430958125e-01; 4.1213959584631765e-01
26; 0; 45; 4.9858674151224258e-01; 4.8361635292447447e-01; 7.1575364390421525e-01; 4.6073800030592721e-01; 2.6331944010692532e-01; 6.0330379519617283e-01
27; 0; 46; 4.5921008186873064e-01; 4.1707456115434205e-01; 7.1575364390421525e-01; 6.7321281126453647e-01; 3.6549069272237500e-01; 4.1853172506897734e-01
28; 0; 47; 8.3124025173977578e-01; 2.0569126898482709e-01; 1.1151029967997411e-01; 9.6689638286310331e-01; 7.7037010387665572e-01; 3.5278230747569472e-01
29; 0; 49; 8.9115998556464193e-01; 3.0694837121729041e-01; 1.1151029967997411e-01; 6.2009043828382726e-01; 6.8894290329905050e-01; 7.1575364390421525e-01
30; 0; 51; 7.5243417681835600e-01; 7.5631951103978662e-02; 1.1374971150699720e-01; 1.3057008128945302e+00; 1.0140384370991042e+00; 1.1623323062822738e-01
31; 0; 52; 9.2750722944224728e-01; 5.7972734573730977e-01; 2.6353439958262059e-01; 4.8971293468948046e-01; 3.8047406876901130e-01; 6.5235171712019557e-01
32; 0; 53; 4.5025524385634219e-01; 2.5444885215451007e-01; 6.0966509152353787e-01; 6.1566768522490567e-01; 4.5252655529004060e-01; 5.5108039216721649e-01
33; 0; 55; 6.2943558887931883e-01; 7.0473507740968988e-01; 7.1575364390421525e-01; 8.7573440082375265e-01; 8.0110631251206865e-01; 4.8569691904144163e-01
34; 0; 56; 1.1009971655759714e+00; 6.6154782338911367e-01; 1.1151029967997411e-01; 8.0230879101508490e-01; 8.1929571818344660e-01; 5.8802845855067276e-01
35; 0; 57; 4.7183312091074120e-01; 4.3840597024399341e-01; 7.1575364390421525e-01; 5.6628884715130323e-01; 5.0431853437411500e-01; 6.4835284524305536e-01
36; 0; 58; 6.6830759762213510e-01; 1.2541455520676495e-01; 2.5181249464889804e-01; 5.7470586577934457e-01; 5.9702908671625921e-01; 7.0480667967075483e-01
37; 0; 61; 7.7412515606084109e-01; 9.4924294419848221e-01; 7.1575364390421514e-01; 5.7860394970629891e-01; 5.0918578850802332e-01; 6.3688483549788677e-01
38; 0; 62; 8.2591853851540653e-01; 1.0367674955840995e+00; 7.1575364390421514e-01; 1.1114428911667824e+00; 1.0731223255681754e+00; 3.9485007719616522e-01
39; 0; 63; 9.1156206109264104e-01; 3.4142541101074386e-01; 1.1151029967997411e-01; 7.7157490875668389e-01; 8.4893778245728302e-01; 6.4670615574873946e-01
40; 0; 66; 6.5751570729980324e-01; 1.3180074621287052e-01; 2.6952340631913274e-01; 9.2815509361272908e-01; 5.8458092478719192e-01; 2.6623799794250974e-01
41; 0; 67; 5.1076025812508741e-01; 5.0418812348337294e-01; 7.1575364390421525e-01; 5.9198261537874375e-01; 3.7792626002156582e-01; 5.2621107347354157e-01
42; 0; 68; 4.5694751055255217e-01; 2.5048864758336487e-01; 5.9868220152094387e-01; 6.4416312648959384e-01; 5.5929405895637119e-01; 5.9323990410901795e-01
43; 0; 70; 7.9224290529040864e-01; 1.3979047063081879e-01; 1.1151029967997411e-01; 5.8538320847010406e-01; 1.7448575333538663e-01; 3.8790232578262057e-01
44; 0; 71; 4.3408682671208698e-01; 3.7461929886556289e-01; 7.1575364390421525e-01; 4.8367055668686976e-01; 2.3467506240213137e-01; 5.5482616745199853e-01
45; 0; 72; 8.0981665044507489e-01; 1.6948797421009595e-01; 1.1151029967997411e-01; 5.3060963992396770e-01; 2.7892940754594431e-01; 5.2960322612454913e-01
46; 0; 74; 1.1106658213422684e+00; 6.7788668210701009e-01; 1.1151029967997411e-01; 7.3555175676809581e-01; 3.4128557453270636e-01; 3.2534897661125778e-01
47; 0; 77; 4.7566837807093870e-01; 2.3941041826472387e-01; 5.6795879523111148e-01; 5.6704793571500911e-01; 4.7600610629056567e-01; 6.2706567211464570e-01
48; 0; 78; 5.8591288076162573e-01; 6.3118696522702111e-01; 7.1575364390421525e-01; 7.4285674841191218e-01; 1.5985635895093972e-01; 1.8597176982769981e-01
49; 0; 81; 1.0460020681958939e+00; 1.1923377747499941e+00; 5.6014197555990353e-01; 5.5217722780195411e-01; 5.7417779241259215e-01; 7.1575364390421525e-01
50; 0; 82; 3.9918213328713653e-01; 2.8467179082689115e-01; 6.9348278453173429e-01; 1.1037232781038391e+00; 1.0128148919506357e+00; 3.6085540151840156e-01
51; 0; 83; 3.8561854300013321e-01; 2.9271376214876488e-01; 7.1575364390421525e-01; 3.8561480850922714e-01; 2.9270036829439061e-01; 7.1574854924634645e-01
52; 0; 84; 1.2335192439818996e+00; 1.0813729237621310e+00; 2.5240162259083854e-01; 4.6764066725990605e-01; 3.9967143104307068e-01; 6.9298863953854473e-01
53; 0; 86; 1.0085906442261470e+00; 5.0539197986327866e-01; 1.1151029967997411e-01; 6.1158415425956114e-01; 5.7223088530909072e-01; 6.4214458488878123e-01
54; 0; 87; 1.1493328488023655e+00; 1.1311909244713734e+00; 3.9056257163002772e-01; 9.7872054527794905e-01; 9.5487024733863057e-01; 4.7111701600720896e-01
55; 0; 89; 4.7976406760996299e-01; 2.3698675985857859e-01; 5.6123722991791902e-01; 9.7319716815917767e-01; 9.4499163382753792e-01; 4.7072517184809315e-01
56; 0; 93; 6.4962210726208747e-01; 1.3647184979722968e-01; 2.8247784236810269e-01; 7.3833731490475385e-01; 2.6746431523684849e-01; 2.6886514353338847e-01
57; 0; 94; 6.8412614238798453e-01; 7.9715549743296488e-01; 7.1575364390421514e-01; 1.0552811690117911e+00; 9.5901870826987423e-01; 3.8104202548579397e-01
58; 0; 95; 7.5560491138208641e-01; 7.7876692682295953e-02; 1.1151029967997411e-01; 7.2735692078187686e-01; 4.2108041495288895e-01; 3.9270441342760259e-01
59; 0; 97; 4.8304406972387287e-01; 4.5735111765422931e-01; 7.1575364390421525e-01; 4.7794522265236750e-01; 4.0165787753867643e-01; 6.8189233386474879e-01
60; 0; 99; 6.0590566149356628e-01; 6.6497234632371105e-01; 7.1575364390421525e-01; 4.3736719039440680e-01; 2.6207546516173308e-01; 6.3081608265187250e-01
61; 0; 101; 6.7300667278738757e-01; 7.7836493882652502e-01; 7.1575364390421514e-01; 1.0771762661828610e+00; 6.4088413328374971e-01; 1.2560149392107378e-01
62; 0; 104; 9.4404850038007626e-01; 3.9632356382482448e-01; 1.1151029967997411e-01; 6.4379311601628997e-01; 1.3992120392859539e-01; 2.9204398379443497e-01
63; 0; 105; 7.0064062951260753e-01; 1.0628121421720924e-01; 1.9874973597185197e-01; 8.2608499433578841e-01; 5.7671735654582945e-01; 3.8464737747642203e-01
64; 0; 106; 6.6671161716266880e-01; 7.6772705627493987e-01; 7.1575364390421525e-01; 7.9690654027867414e-01; 7.2261267759488790e-01; 5.2505287207460349e-01
65; 0; 107; 6.8100532421147197e-01; 7.9188169221093774e-01; 7.1575364390421514e-01; 7.7889068048139076e-01; 4.4106689680892464e-01; 3.4444133593190113e-01
66; 0; 108; 9.8286604022835244e-01; 1.2296990452897067e+00; 6.6375650287109167e-01; 4.5339337923098555e-01; 2.5259183440257660e-01; 6.0451499855840307e-01
67; 0; 109; 5.0351666790788130e-01; 4.9194733220587017e-01; 7.1575364390421525e-01; 7.6195567066706738e-01; 3.3734844793145308e-01; 2.9042332076620780e-01
68; 0; 113; 1.0825482329761222e+00; 1.1707112772730703e+00; 5.0016491158167975e-01; 1.0353684143804804e+00; 9.2633469347688879e-01; 3.8173694288061483e-01
69; 0; 116; 9.2608885309780731e-01; 3.6597393232888131e-01; 1.1151029967997411e-01; 7.0963191671823589e-01; 6.8091805801710437e-01; 6.0114452665388274e-01
70; 0; 123; 6.8651846328407617e-01; 8.0119823037060489e-01; 7.1575364390421514e-01; 1.0967946019917192e+00; 9.4937450625002318e-01; 3.2364588418323764e-01
71; 0; 125; 6.4573052648424256e-01; 7.3227155091532892e-01; 7.1575364390421525e-01; 7.3882860075623102e-01; 8.1036881148903916e-01; 6.5876724544071652e-01
72; 0; 127; 4.0621087192645833e-01; 3.2751230717220936e-01; 7.1575364390421525e-01; 4.1779376281416181e-01; 3.3604664583576910e-01; 7.0781328537097898e-01
73; 0; 129; 1.0555261195792174e+00; 5.8470725586310057e-01; 1.1151029967997411e-01; 9.5142904407367823e-01; 9.8037851685226340e-01; 5.2263717620978623e-01
74; 0; 130; 4.1658231029299897e-01; 3.4503878347545824e-01; 7.1575364390421525e-01; 6.4272842395970220e-01; 5.1337611729151456e-01; 5.6195600979680405e-01
75; 0; 131; 9.7549621958979105e-01; 4.4946640535184140e-01; 1.1151029967997411e-01; 9.8766623032037859e-01; 7.9553658402813210e-01; 3.4563840269161783e-01
76; 0; 134; 4.5589060408974358e-01; 4.1146504523413285e-01; 7.1575364390421525e-01; 5.7971813774315772e-01; 5.2123676095768023e-01; 6.4419854723182390e-01
77; 0; 136; 1.0295097957430015e+00; 5.4074281553203629e-01; 1.1151029967997411e-01; 5.1039895427871040e-01; 4.7780014463088505e-01; 6.9721251366734194e-01
78; 0; 138; 4.9180529106190030e-01; 4.7215652195223246e-01; 7.1575364390421525e-01; 5.9844288362252251e-01; 3.1168838898502904e-01; 4.7071522099132646e-01
79; 0; 139; 4.5547204959430232e-01; 4.1075773876547217e-01; 7.1575364390421525e-01; 4.4062993349789781e-01; 2.6014470974813975e-01; 6.2546149201180457e-01
80; 0; 140; 1.2525508490465529e+00; 1.0701108129117143e+00; 2.2116825511068841e-01; 6.2950700821642314e-01; 2.1165625143182298e-01; 3.6100608599252210e-01
81; 0; 141; 7.9487238417600148e-01; 6.5070664648984367e-01; 4.7580494845789867e-01; 9.7712411779959663e-01; 5.2238226229678209e-01; 1.6197837234494428e-01
82; 0; 143; 4.7105997242132108e-01; 2.4213748070078051e-01; 5.7552179512855239e-01; 6.6499278119168881e-01; 6.0811221546900185e-01; 6.0303543434771123e-01
83; 0; 145; 4.3591546969136230e-01; 3.7770948430664564e-01; 7.1575364390421525e-01; 6.4421017232865607e-01; 4.6877484175809475e-01; 5.2807423937769782e-01
84; 0; 149; 5.4543304716448093e-01; 5.6278094291591740e-01; 7.1575364390421525e-01; 9.6951327090656481e-01; 6.8389315848635923e-01; 2.8740053519125880e-01
85; 0; 150; 3.9814470755727738e-01; 3.1388146507699521e-01; 7.1575364390421525e-01; 6.3288938529205252e-01; 3.7275865730108182e-01; 4.7277224612099200e-01
86; 0; 152; 8.1342275871882130e-01; 1.0156511392258523e+00; 7.1575364390421514e-01; 1.0710021338989693e+00; 7.6889683150313382e-01; 2.2518282390237332e-01
87; 0; 154; 4.6581109993842085e-01; 2.4524354472119855e-01; 5.8413588535152317e-01; 9.8467331412103354e-01; 6.7567667008374488e-01; 2.6306367247892304e-01
88; 0; 157; 1.0897934637536719e+00; 6.4261492251678320e-01; 1.1151029967997411e-01; 1.0912191246246556e+00; 6.5216595602693161e-01; 1.1664726736314548e-01
89; 0; 161; 8.7111950454015774e-01; 2.7308238239606147e-01; 1.1151029967997411e-01; 4.0588951246895044e-01; 2.8070264331648681e-01; 6.8247509295224740e-01
90; 0; 165; 5.3582950798061735e-01; 3.4087407593407604e-01; 5.6781395080728980e-01; 6.7804256214358882e-01; 5.4457496151049312e-01; 5.4147257102189028e-01
91; 0; 166; 7.9794512360583836e-01; 7.7877931567367420e-01; 5.6418990821203463e-01; 7.8553679418794731e-01; 8.3327836194849514e-01; 6.1847210793366780e-01
92; 0; 167; 1.0660507752896231e+00; 1.1804737853003353e+00; 5.2723940985233009e-01; 9.2900640421804093e-01; 1.2109735190435404e+00; 7.1575364390421514e-01
93; 0; 168; 4.7334268917861289e-01; 4.4095695801829704e-01; 7.1575364390421525e-01; 5.5522800047894649e-01; 1.9233034888894518e-01; 4.3739098895257295e-01
94; 0; 172; 8.8990886622142729e-01; 3.0483413086350031e-01; 1.1151029967997411e-01; 7.1879419386310195e-01; 9.5538691274404147e-02; 1.6895734880811208e-01
95; 0; 176; 5.6794328675796080e-01; 6.0082052497508087e-01; 7.1575364390421525e-01; 1.0111935298465813e+00; 9.7435062371625158e-01; 4.4565814297787548e-01
96; 0; 177; 8.0970493009856748e-01; 1.6929918033826707e-01; 1.1151029967997411e-01; 5.9404608629690236e-01; 2.2427721074724280e-01; 4.1318655967108064e-01
97; 0; 178; 4.0549369383277306e-01; 2.8093687229203285e-01; 6.8312468340335342e-01; 7.6532473101640996e-01; 8.7327423351683731e-01; 6.7180787548107512e-01
98; 0; 180; 5.1622367319980866e-01; 2.1541148450369341e-01; 5.0140222095779929e-01; 7.2542112669065739e-01; 8.5246812278772022e-01; 7.0534504180678959e-01
99; 0; 182; 4.0625582418973294e-01; 2.8048587530394958e-01; 6.8187392723087925e-01; 9.1988961707905914e-01; 4.9535123791310187e-01; 2.1210367511661449e-01
100; 0; 184; 1.2077645530620924e+00; 1.0966134766777544e+00; 2.9466845836760769e-01; 7.9411668632881449e-01; 8.2692035320987656e-01; 6.0347013501894964e-01
101; 0; 186; 6.6084718608668247e-01; 7.5781687712207524e-01; 7.1575364390421525e-01; 9.6132663822658970e-01; 1.0204690114037780e+00; 5.3944293219558470e-01
102; 0; 187; 7.9638851152626255e-01; 9.8686532194449827e-01; 7.1575364390421514e-01; 9.1558810535951551e-01; 8.0872261013075031e-01; 4.4273326325240769e-01
103; 0; 188; 5.3397692903680283e-01; 5.4342148901994414e-01; 7.1575364390421525e-01; 7.6429970694918237e-01; 7.6206683482753290e-01; 5.9306475034889838e-01
104; 0; 190; 8.4164195726170810e-01; 1.0633381713499750e+00; 7.1575364390421514e-01; 1.1311286574515689e+00; 8.5141608700077764e-01; 2.1145375168844377e-01
105; 0; 191; 1.3152638873367231e+00; 1.0236326653170924e+00; 1.1151029967997411e-01; 1.0938440800790006e+00; 1.0779845974207887e+00; 4.1973863056033650e-01
106; 0; 192; 8.8996437323821598e-01; 5.4678555409036789e-01; 2.8547316534437983e-01; 8.9142110177448841e-01; 5.6513505856597934e-01; 2.9690091703936206e-01
107; 0; 194; 5.7653527057746379e-01; 6.1533993833786271e-01; 7.1575364390421525e-01; 8.7193771857070168e-01; 5.6301275970099918e-01; 3.1905630624200976e-01
108; 0; 195; 5.5814788173459717e-01; 1.9060248483021347e-01; 4.3259907970759209e-01; 7.4015160199379149e-01; 3.2109500893417703e-01; 3.0523526834624093e-01
109; 0; 197; 5.1173598302362067e-01; 2.1806711255266042e-01; 5.0876711088346638e-01; 6.3659304160641561e-01; 7.1150268643030201e-01; 7.1192160385580572e-01
110; 0; 198; 7.8631175155921962e-01; 1.2976753826147910e-01; 1.1151029967997411e-01; 5.5447740292451253e-01; 2.2614581366465417e-01; 4.6262605450633648e-01
111; 0; 199; 1.0045981052961852e+00; 4.9864507201185471e-01; 1.1151029967997411e-01; 1.0637266098106830e+00; 6.4995433467139663e-01; 1.4847345069782419e-01
112; 1; 3; 9.0833064274124697e-01; 5.8617470396965055e-01; 6.0034976724476607e-01; 1.0074421689802229e+00; 2.5572526873587853e-01; -1.8300184682622955e-02
113; 1; 4; 9.2930881189306214e-01; 5.4973552460102237e-01; 6.0034976724476607e-01; 9.8002591161798480e-01; 4.4415945783949895e-01; 5.3203220859315403e-01
114; 1; 7; 5.5018172788006392e-01; 9.5220633646126973e-01; -4.0046124503719055e-01; 1.0513675325488929e+00; 1.0285566950128072e-01; -3.1756100457425773e-01
115; 1; 8; 7.2601640624086627e-01; 6.8464024866167006e-01; -2.5249550396117160e-01; 1.1248085303890278e+00; 6.8164195004706343e-02; 4.5423698938374057e-02
116; 1; 9; 6.4453217330443069e-01; 1.0443938972373330e+00; 6.0034976724476596e-01; 1.0008007409383832e+00; 2.5804170317227187e-01; -5.4333552152713516e-02
117; 1; 10; 8.2692755996217793e-01; 6.1932841614707312e-01; 1.7730288931006055e-01; 9.4428764653593522e-01; 4.5197663706611690e-01; 3.1996769850951101e-01
118; 1; 11; 1.1277286020286386e+00; 2.0507940753418941e-01; 6.0034976724476607e-01; 1.2834715276945601e+00; -1.1386111456671177e-01; 4.1113318452967557e-01
119; 1; 12; 9.3649539747520871e-01; 5.3725239134088376e-01; 6.0034976724476607e-01; 1.0034650860623113e+00; 2.8982722107082781e-01; 8.7980488365449472e-02
120; 1; 17; 1.1067995809729627e+00; 2.4143321642659143e-01; 6.0034976724476607e-01; 9.7118576435348991e-01; 3.1999543172511052e-01; -1.3248282786203103e-02
121; 1; 18; 1.0663796977220177e+00; 1.2414373475135365e-01; -1.3244832286614955e-01; 8.6661696242010533e-01; 5.6874744952456591e-01; 2.4905773832315872e-01
122; 1; 19; 1.0092410830848417e+00; 4.1089279022221858e-01; 6.0034976724476607e-01; 9.7801377934439904e-01; 3.6090615509119206e-01; 1.9299547775080828e-01
123; 1; 22; 9.5471676403839834e-01; 2.8312141623221609e-01; -2.6916518765364039e-01; 8.5125170093707581e-01; 6.2193244416297100e-01; 3.5260934781750497e-01
124; 1; 23; 1.4002826596179514e+00; -3.4738420056165475e-01; 2.9145550395093522e-01; 6.7619408447339979e-01; 8.5055109872850365e-01; 5.7701482152131597e-02
125; 1; 24; 5.7715539590912091e-01; 1.1148842605724441e+00; 4.1844518955437893e-01; 7.6448793661569758e-01; 6.2826807993487543e-01; -2.1164204070808357e-01
126; 1; 25; 7.4043591153411004e-01; 8.7780864882108267e-01; 6.0034976724476596e-01; 7.3104868501684250e-01; 6.6888324122575438e-01; -2.7991564515990824e-01
127; 1; 26; 7.4783599281934243e-01; 8.6495467251154001e-01; 6.0034976724476596e-01; 1.0651428487182768e+00; 1.8417802881673273e-01; 9.3785742226410507e-02
128; 1; 28; 1.1710748886761151e+00; -2.7267513687007300e-03; 8.2450472044312328e-02; 1.1879224494761171e+00; 9.9960723905706469e-03; 2.4654775927915706e-01
129; 1; 30; 9.1382494200752029e-01; 5.7663108007093034e-01; 6.0034976724476607e-01; 8.1618265593583395e-01; 6.2576244910051138e-01; 1.2950498735934901e-01
130; 1; 32; 6.1889903377689748e-01; 1.0889187822387505e+00; 6.0034976724476596e-01; 6.0854249797745474e-01; 1.0109854125002435e+00; 2.2545719099264971e-01
131; 1; 36; 1.1377223775801406e+00; 5.0790389365565770e-02; 6.5190233313042967e-02; 8.9085977471342759e-01; 5.8120296071043875e-01; 4.6231440723778494e-01
132; 1; 40; 8.0924784911636338e-01; 6.8979688081229829e-01; 3.3269099611366632e-01; 8.3425284489666374e-01; 6.4805744394299392e-01; 3.3931302240246652e-01
133; 1; 42; 5.8414159923333508e-01; 1.1189062434382415e+00; 4.8159142276478384e-01; 6.8731727742157089e-01; 9.7007596834910093e-01; 6.0034976724476596e-01
134; 1; 44; 5.6482938893738555e-01; 1.1077881331705703e+00; 3.0703404466362727e-01; 6.6040414458187158e-01; 9.0040653415854444e-01; 1.4535723907434453e-01
135; 1; 47; 5.1029428844616342e-01; 1.0763920758872096e+00; -1.8589265871984939e-01; 1.0082076466167778e+00; 3.4934347638975671e-01; 3.5278230747569472e-01
136; 1; 48; 9.5381227713017580e-01; 5.0717288920293413e-01; 6.0034976724476607e-01; 1.0648914189850391e+00; 2.7646912683436581e-01; 4.5277804731768057e-01
137; 1; 51; 5.1784614917500549e-01; 1.0336499631456855e+00; -3.0167339347046918e-01; 1.0150840355092556e+00; 2.9427771382425116e-01; 1.8425176143966954e-01
138; 1; 52; 6.9612418807265075e-01; 8.6859831072208571e-01; 2.6353439958262059e-01; 1.0631317520526000e+00; 2.5220684352754730e-01; 3.4600847739055907e-01
139; 1; 55; 7.9407976700841809e-01; 7.8462901729523327e-01; 6.0034976724476596e-01; 8.0081931085184399e-01; 7.4358649203471605e-01; 4.8569691904144163e-01
140; 1; 56; 7.5093218983966170e-01; 8.5642394458255799e-01; 5.8802845855067276e-01; 6.6172030451915576e-01; 9.5010043198356309e-01; 3.4850977157763152e-01
141; 1; 58; 9.7335540017801803e-01; 4.7322639172691983e-01; 6.0034976724476607e-01; 1.0998009062256153e+00; 1.8292456016039088e-01; 3.2416985133082032e-01
142; 1; 60; 9.7475800672302049e-01; 2.8529526237930558e-01; -1.2461529303956559e-01; 1.2034830917612320e+00; 2.1865690543869498e-02; 3.9857398417067491e-01
143; 1; 62; 6.6959938167284583e-01; 1.0008520373449306e+00; 6.0034976724476596e-01; 6.1336447424654905e-01; 9.6055247126080112e-01; 6.1086211965120929e-02
144; 1; 63; 7.8638765765454866e-01; 7.9799024774581795e-01; 6.0034976724476596e-01; 7.7185596513183619e-01; 5.6097808897861323e-01; -4.2461066676710002e-01
145; 1; 64; 1.0990411751852687e+00; 2.5490960409733920e-01; 6.0034976724476607e-01; 1.1064455579057233e+00; 8.3941301544293634e-02; -1.7575632345860570e-02
146; 1; 65; 1.0588492719719644e+00; 3.2472313070957026e-01; 6.0034976724476607e-01; 1.3796660724138885e+00; -3.0052493357725724e-01; 3.3463476365484662e-01
147; 1; 66; 9.3067821962777453e-01; 4.7156101058420313e-01; 3.0411859680395603e-01; 8.0222593640954265e-01; 6.6158013397412940e-01; 1.7474250074794540e-01
148; 1; 70; 1.4284938805561791e+00; -3.1735130855011517e-01; 6.0034976724476619e-01; 1.0615895190200062e+00; 9.8755142120049710e-02; -2.6419304447763198e-01
149; 1; 72; 1.0473192341924498e+00; 1.3305907364354153e-01; -2.2700039811160921e-01; 6.8070393828985853e-01; 9.6346164894969899e-01; 5.2960322612454913e-01
150; 1; 74; 5.3824775805800051e-01; 1.0136714046998754e+00; -2.4125481795341935e-01; 9.8259881291150686e-01; 3.8680685193809589e-01; 3.2534897661125778e-01
151; 1; 75; 5.8636708872948429e-01; 1.1201874659000184e+00; 5.0170696653146241e-01; 6.3793449541307612e-01; 9.8426155048616282e-01; 3.2054626468917879e-01
152; 1; 78; 5.7848827584847118e-01; 1.1156516044399853e+00; 4.3049269856402361e-01; 6.8634545741922992e-01; 8.2878161377285453e-01; 4.1534886200106813e-02
153; 1; 79; 8.5893037038886377e-01; 6.7198321147478812e-01; 6.0034976724476607e-01; 9.2391039110993900e-01; 4.6725969548843271e-01; 2.4136313598208287e-01
154; 1; 81; 7.1224664148576611e-01; 9.2677354466726869e-01; 6.0034976724476596e-01; 6.5741566584958866e-01; 1.0098679249935087e+00; 5.5287481317215104e-01
155; 1; 82; 8.1804796049182937e-01; 7.4299615147345888e-01; 6.0034976724476607e-01; 8.1616840673763869e-01; 6.3813578260679082e-01; 1.7776666990206647e-01
156; 1; 84; 8.5312857448466950e-01; 6.8206095849280257e-01; 6.0034976724476607e-01; 5.6181248171053844e-01; 9.4620092328825089e-01; -3.4497441330425344e-01
157; 1; 86; 1.1344720547622040e+00; 1.9336599813492372e-01; 6.0034976724476607e-01; 5.3874396082032860e-01; 1.0149246822333153e+00; -2.3298809242267676e-01
158; 1; 87; 6.0982671910242547e-01; 8.6825121427115637e-01; -3.2366942094124457e-01; 7.7923488581473543e-01; 7.7734822148477045e-01; 4.7111701600720896e-01
159; 1; 89; 9.0256738089680799e-01; 5.9618551714300660e-01; 6.0034976724476607e-01; 5.9777523653793341e-01; 1.0343089337567508e+00; 2.4351631175960622e-01
160; 1; 92; 6.3936236486095810e-01; 1.0533738790369767e+00; 6.0034976724476596e-01; 5.9383378223818439e-01; 1.0700538967876789e+00; 3.5646019774187249e-01
